period,client_id,service_line,man_hours_billed,external_production_cost,internal_cost_per_hour
2025-01-01,SMS-1040,Digital Strategy,22,0,350000
2025-01-01,SMS-1041,Digital Strategy,67,0,350000
2025-01-01,SMS-1042,Creative Production,95,49642890,350000
2025-01-01,SMS-1043,Media Performance,28,0,350000
2025-01-01,SMS-1043,Creative Production,29,7606509,350000
2025-01-01,SMS-1044,Digital Strategy,53,0,350000
2025-01-01,SMS-1045,Digital Strategy,72,0,350000
2025-01-01,SMS-1046,Digital Strategy,66,0,350000
2025-01-01,SMS-1047,Media Performance,53,0,350000
2025-01-01,SMS-1048,Digital Strategy,73,0,350000
2025-01-01,SMS-1049,Creative Production,49,35659717,350000
2025-01-01,SMS-1049,Digital Strategy,69,0,350000
2025-01-01,SMS-1050,Digital Strategy,46,0,350000
2025-01-01,SMS-1050,Creative Production,72,27363398,350000
2025-01-01,SMS-1051,Digital Strategy,158,0,350000
2025-01-01,SMS-1053,Creative Production,78,27001788,350000
2025-01-01,SMS-1053,Media Performance,35,0,350000
2025-01-01,SMS-1054,Media Performance,17,0,350000
2025-01-01,SMS-1055,Digital Strategy,73,0,350000
2025-01-01,SMS-1056,Creative Production,229,56299873,350000
2025-01-01,SMS-1057,Media Performance,24,0,350000
2025-01-01,SMS-1058,Creative Production,100,41305567,350000
2025-01-01,SMS-1060,Media Performance,23,0,350000
2025-01-01,SMS-1061,Creative Production,18,14358475,350000
2025-01-01,SMS-1061,Media Performance,23,0,350000
2025-01-01,SMS-1062,Digital Strategy,74,0,350000
2025-01-01,SMS-1062,Creative Production,78,39853328,350000
2025-01-01,SMS-1063,Creative Production,26,10131575,350000
2025-01-01,SMS-1066,Media Performance,62,0,350000
2025-01-01,SMS-1066,Creative Production,79,29707163,350000
2025-01-01,SMS-1067,Digital Strategy,71,0,350000
2025-01-01,SMS-1067,Creative Production,98,30245705,350000
2025-01-01,SMS-1068,Media Performance,29,0,350000
2025-01-01,SMS-1069,Digital Strategy,29,0,350000
2025-01-01,SMS-1070,Media Performance,64,0,350000
2025-01-01,SMS-1072,Digital Strategy,12,0,350000
2025-01-01,SMS-1073,Media Performance,27,0,350000
2025-01-01,SMS-1074,Media Performance,60,0,350000
2025-01-01,SMS-1075,Creative Production,89,17000980,350000
2025-01-01,SMS-1075,Digital Strategy,53,0,350000
2025-01-01,SMS-1076,Digital Strategy,21,0,350000
2025-01-01,SMS-1077,Digital Strategy,61,0,350000
2025-01-01,SMS-1078,Media Performance,61,0,350000
2025-01-01,SMS-1079,Digital Strategy,62,0,350000
2025-01-01,SMS-1079,Media Performance,46,0,350000
2025-01-01,SMS-1080,Digital Strategy,41,0,350000
2025-01-01,SMS-1080,Media Performance,64,0,350000
2025-01-01,SMS-1081,Media Performance,26,0,350000
2025-01-01,SMS-1082,Digital Strategy,49,0,350000
2025-01-01,SMS-1082,Media Performance,66,0,350000
2025-01-01,SMS-1083,Media Performance,12,0,350000
2025-01-01,SMS-1084,Media Performance,21,0,350000
2025-01-01,SMS-1086,Media Performance,17,0,350000
2025-01-01,SMS-1086,Creative Production,29,8355147,350000
2025-01-01,SMS-1087,Creative Production,74,46661685,350000
2025-01-01,SMS-1087,Media Performance,71,0,350000
2025-01-01,SMS-1088,Media Performance,42,0,350000
2025-01-01,SMS-1089,Digital Strategy,125,0,350000
2025-01-01,SMS-1090,Media Performance,140,0,350000
2025-01-01,SMS-1091,Creative Production,89,39147599,350000
2025-01-01,SMS-1091,Digital Strategy,35,0,350000
2025-01-01,SMS-1092,Media Performance,48,0,350000
2025-01-01,SMS-1093,Digital Strategy,41,0,350000
2025-01-01,SMS-1093,Creative Production,82,52328754,350000
2025-01-01,SMS-1094,Digital Strategy,28,0,350000
2025-01-01,SMS-1095,Media Performance,46,0,350000
2025-01-01,SMS-1095,Creative Production,71,39254435,350000
2025-01-01,SMS-1096,Creative Production,35,17365585,350000
2025-01-01,SMS-1097,Media Performance,14,0,350000
2025-01-01,SMS-1098,Digital Strategy,29,0,350000
2025-01-01,SMS-1099,Digital Strategy,53,0,350000
2025-01-01,SMS-1099,Creative Production,51,48702982,350000
2025-01-01,SMS-1100,Digital Strategy,56,0,350000
2025-01-01,SMS-1100,Media Performance,45,0,350000
2025-01-01,SMS-1101,Creative Production,141,67864045,350000
2025-01-01,SMS-1102,Creative Production,39,14668622,350000
2025-01-01,SMS-1104,Digital Strategy,60,0,350000
2025-01-01,SMS-1105,Digital Strategy,37,0,350000
2025-01-01,SMS-1106,Creative Production,167,79221449,350000
2025-01-01,SMS-1107,Digital Strategy,45,0,350000
2025-01-01,SMS-1108,Creative Production,51,25122829,350000
2025-01-01,SMS-1109,Media Performance,151,0,350000
2025-01-01,SMS-1110,Creative Production,30,16326835,350000
2025-01-01,SMS-1111,Digital Strategy,100,0,350000
2025-01-01,SMS-1112,Creative Production,79,29942578,350000
2025-01-01,SMS-1112,Digital Strategy,51,0,350000
2025-01-01,SMS-1113,Media Performance,69,0,350000
2025-01-01,SMS-1115,Creative Production,35,19477220,350000
2025-01-01,SMS-1116,Digital Strategy,35,0,350000
2025-01-01,SMS-1117,Digital Strategy,55,0,350000
2025-01-01,SMS-1118,Creative Production,78,36121369,350000
2025-01-01,SMS-1118,Digital Strategy,45,0,350000
2025-01-01,SMS-1119,Media Performance,173,0,350000
2025-01-01,SMS-1121,Media Performance,127,0,350000
2025-01-01,SMS-1121,Creative Production,260,70722239,350000
2025-01-01,SMS-1122,Creative Production,37,10511198,350000
2025-01-01,SMS-1123,Creative Production,61,21060557,350000
2025-01-01,SMS-1124,Digital Strategy,171,0,350000
2025-01-01,SMS-1125,Digital Strategy,47,0,350000
2025-01-01,SMS-1126,Creative Production,243,39951549,350000
2025-01-01,SMS-1127,Digital Strategy,28,0,350000
2025-01-01,SMS-1127,Media Performance,28,0,350000
2025-01-01,SMS-1129,Creative Production,30,9754215,350000
2025-01-01,SMS-1129,Media Performance,25,0,350000
2025-01-01,SMS-1130,Digital Strategy,42,0,350000
2025-01-01,SMS-1131,Creative Production,141,117879750,350000
2025-01-01,SMS-1131,Media Performance,125,0,350000
2025-01-01,SMS-1132,Digital Strategy,19,0,350000
2025-01-01,SMS-1134,Creative Production,21,10786448,350000
2025-01-01,SMS-1134,Digital Strategy,21,0,350000
2025-01-01,SMS-1135,Digital Strategy,45,0,350000
2025-01-01,SMS-1136,Digital Strategy,41,0,350000
2025-01-01,SMS-1137,Creative Production,25,5975758,350000
2025-01-01,SMS-1137,Media Performance,21,0,350000
2025-01-01,SMS-1139,Creative Production,88,31269584,350000
2025-01-01,SMS-1140,Creative Production,213,72205225,350000
2025-01-01,SMS-1141,Digital Strategy,27,0,350000
2025-01-01,SMS-1142,Media Performance,21,0,350000
2025-01-01,SMS-1143,Digital Strategy,22,0,350000
2025-01-01,SMS-1143,Media Performance,19,0,350000
2025-01-01,SMS-1144,Creative Production,140,80163698,350000
2025-01-01,SMS-1145,Media Performance,23,0,350000
2025-01-01,SMS-1146,Creative Production,86,32477367,350000
2025-01-01,SMS-1147,Creative Production,211,49612259,350000
2025-01-01,SMS-1148,Media Performance,58,0,350000
2025-01-01,SMS-1148,Digital Strategy,40,0,350000
2025-01-01,SMS-1149,Digital Strategy,49,0,350000
2025-02-01,SMS-1000,Creative Production,29,7432571,350000
2025-02-01,SMS-1001,Media Performance,28,0,350000
2025-02-01,SMS-1001,Creative Production,40,8311663,350000
2025-02-01,SMS-1002,Creative Production,16,5470824,350000
2025-02-01,SMS-1003,Creative Production,28,5256358,350000
2025-02-01,SMS-1003,Digital Strategy,26,0,350000
2025-02-01,SMS-1004,Creative Production,28,7737327,350000
2025-02-01,SMS-1005,Digital Strategy,46,0,350000
2025-02-01,SMS-1006,Creative Production,39,13307772,350000
2025-02-01,SMS-1007,Creative Production,204,48033206,350000
2025-02-01,SMS-1009,Media Performance,69,0,350000
2025-02-01,SMS-1010,Digital Strategy,74,0,350000
2025-02-01,SMS-1010,Media Performance,39,0,350000
2025-02-01,SMS-1012,Digital Strategy,71,0,350000
2025-02-01,SMS-1013,Media Performance,13,0,350000
2025-02-01,SMS-1013,Digital Strategy,27,0,350000
2025-02-01,SMS-1016,Digital Strategy,20,0,350000
2025-02-01,SMS-1017,Creative Production,99,33120164,350000
2025-02-01,SMS-1018,Media Performance,65,0,350000
2025-02-01,SMS-1018,Creative Production,84,28458469,350000
2025-02-01,SMS-1019,Creative Production,53,39115207,350000
2025-02-01,SMS-1019,Digital Strategy,74,0,350000
2025-02-01,SMS-1021,Creative Production,19,16991668,350000
2025-02-01,SMS-1022,Digital Strategy,14,0,350000
2025-02-01,SMS-1023,Media Performance,18,0,350000
2025-02-01,SMS-1025,Media Performance,52,0,350000
2025-02-01,SMS-1025,Digital Strategy,46,0,350000
2025-02-01,SMS-1026,Media Performance,37,0,350000
2025-02-01,SMS-1027,Media Performance,62,0,350000
2025-02-01,SMS-1028,Creative Production,77,42809113,350000
2025-02-01,SMS-1030,Media Performance,57,0,350000
2025-02-01,SMS-1030,Digital Strategy,55,0,350000
2025-02-01,SMS-1031,Digital Strategy,66,0,350000
2025-02-01,SMS-1032,Digital Strategy,36,0,350000
2025-02-01,SMS-1034,Creative Production,91,24833834,350000
2025-02-01,SMS-1034,Digital Strategy,48,0,350000
2025-02-01,SMS-1035,Media Performance,74,0,350000
2025-02-01,SMS-1037,Creative Production,250,69827723,350000
2025-02-01,SMS-1038,Digital Strategy,60,0,350000
2025-02-01,SMS-1038,Media Performance,60,0,350000
2025-02-01,SMS-1040,Creative Production,32,7499276,350000
2025-02-01,SMS-1041,Digital Strategy,67,0,350000
2025-02-01,SMS-1042,Digital Strategy,65,0,350000
2025-02-01,SMS-1043,Digital Strategy,17,0,350000
2025-02-01,SMS-1043,Creative Production,40,12805083,350000
2025-02-01,SMS-1044,Creative Production,70,23422746,350000
2025-02-01,SMS-1045,Media Performance,37,0,350000
2025-02-01,SMS-1046,Digital Strategy,57,0,350000
2025-02-01,SMS-1047,Digital Strategy,68,0,350000
2025-02-01,SMS-1048,Media Performance,65,0,350000
2025-02-01,SMS-1049,Creative Production,70,17857992,350000
2025-02-01,SMS-1050,Creative Production,92,25407533,350000
2025-02-01,SMS-1051,Creative Production,195,63020088,350000
2025-02-01,SMS-1051,Digital Strategy,128,0,350000
2025-02-01,SMS-1053,Creative Production,98,22765992,350000
2025-02-01,SMS-1053,Digital Strategy,43,0,350000
2025-02-01,SMS-1054,Digital Strategy,28,0,350000
2025-02-01,SMS-1054,Creative Production,35,16221609,350000
2025-02-01,SMS-1055,Digital Strategy,38,0,350000
2025-02-01,SMS-1055,Creative Production,49,19842266,350000
2025-02-01,SMS-1056,Digital Strategy,180,0,350000
2025-02-01,SMS-1057,Media Performance,12,0,350000
2025-02-01,SMS-1057,Creative Production,35,12149527,350000
2025-02-01,SMS-1058,Media Performance,67,0,350000
2025-02-01,SMS-1060,Creative Production,32,7980814,350000
2025-02-01,SMS-1061,Media Performance,24,0,350000
2025-02-01,SMS-1061,Creative Production,21,7202154,350000
2025-02-01,SMS-1062,Media Performance,49,0,350000
2025-02-01,SMS-1063,Media Performance,17,0,350000
2025-02-01,SMS-1063,Digital Strategy,15,0,350000
2025-02-01,SMS-1066,Digital Strategy,68,0,350000
2025-02-01,SMS-1067,Digital Strategy,37,0,350000
2025-02-01,SMS-1067,Creative Production,99,45680131,350000
2025-02-01,SMS-1068,Digital Strategy,22,0,350000
2025-02-01,SMS-1069,Digital Strategy,23,0,350000
2025-02-01,SMS-1070,Creative Production,102,33742697,350000
2025-02-01,SMS-1072,Creative Production,40,11115153,350000
2025-02-01,SMS-1073,Media Performance,29,0,350000
2025-02-01,SMS-1073,Creative Production,35,10153603,350000
2025-02-01,SMS-1074,Digital Strategy,71,0,350000
2025-02-01,SMS-1075,Creative Production,79,39246816,350000
2025-02-01,SMS-1076,Digital Strategy,29,0,350000
2025-02-01,SMS-1077,Creative Production,96,17396204,350000
2025-02-01,SMS-1078,Creative Production,58,40546162,350000
2025-02-01,SMS-1078,Digital Strategy,68,0,350000
2025-02-01,SMS-1079,Creative Production,67,31581113,350000
2025-02-01,SMS-1080,Media Performance,60,0,350000
2025-02-01,SMS-1081,Media Performance,23,0,350000
2025-02-01,SMS-1082,Creative Production,77,34866394,350000
2025-02-01,SMS-1083,Digital Strategy,17,0,350000
2025-02-01,SMS-1084,Media Performance,12,0,350000
2025-02-01,SMS-1086,Creative Production,40,9850844,350000
2025-02-01,SMS-1087,Digital Strategy,47,0,350000
2025-02-01,SMS-1088,Digital Strategy,51,0,350000
2025-02-01,SMS-1089,Digital Strategy,156,0,350000
2025-02-01,SMS-1090,Digital Strategy,175,0,350000
2025-02-01,SMS-1091,Digital Strategy,52,0,350000
2025-02-01,SMS-1092,Digital Strategy,72,0,350000
2025-02-01,SMS-1093,Digital Strategy,42,0,350000
2025-02-01,SMS-1094,Digital Strategy,17,0,350000
2025-02-01,SMS-1095,Media Performance,64,0,350000
2025-02-01,SMS-1096,Digital Strategy,18,0,350000
2025-02-01,SMS-1097,Digital Strategy,12,0,350000
2025-02-01,SMS-1097,Creative Production,22,6910884,350000
2025-02-01,SMS-1098,Digital Strategy,14,0,350000
2025-02-01,SMS-1099,Creative Production,100,38348479,350000
2025-02-01,SMS-1100,Digital Strategy,58,0,350000
2025-02-01,SMS-1100,Creative Production,86,29049084,350000
2025-02-01,SMS-1101,Creative Production,194,65379874,350000
2025-02-01,SMS-1101,Media Performance,138,0,350000
2025-02-01,SMS-1102,Media Performance,27,0,350000
2025-02-01,SMS-1102,Digital Strategy,23,0,350000
2025-02-01,SMS-1104,Creative Production,57,27529356,350000
2025-02-01,SMS-1104,Media Performance,51,0,350000
2025-02-01,SMS-1105,Digital Strategy,67,0,350000
2025-02-01,SMS-1106,Creative Production,176,57781750,350000
2025-02-01,SMS-1106,Media Performance,127,0,350000
2025-02-01,SMS-1107,Creative Production,70,18487792,350000
2025-02-01,SMS-1108,Creative Production,49,21109404,350000
2025-02-01,SMS-1108,Media Performance,57,0,350000
2025-02-01,SMS-1109,Digital Strategy,105,0,350000
2025-02-01,SMS-1110,Digital Strategy,21,0,350000
2025-02-01,SMS-1111,Creative Production,224,134247454,350000
2025-02-01,SMS-1111,Digital Strategy,127,0,350000
2025-02-01,SMS-1112,Creative Production,67,34629877,350000
2025-02-01,SMS-1113,Digital Strategy,70,0,350000
2025-02-01,SMS-1115,Media Performance,16,0,350000
2025-02-01,SMS-1116,Creative Production,53,29980074,350000
2025-02-01,SMS-1117,Digital Strategy,67,0,350000
2025-02-01,SMS-1118,Creative Production,51,30100440,350000
2025-02-01,SMS-1119,Media Performance,133,0,350000
2025-02-01,SMS-1121,Media Performance,162,0,350000
2025-02-01,SMS-1122,Creative Production,23,5093400,350000
2025-02-01,SMS-1123,Media Performance,71,0,350000
2025-02-01,SMS-1124,Creative Production,150,53890843,350000
2025-02-01,SMS-1125,Creative Production,93,23121963,350000
2025-02-01,SMS-1125,Digital Strategy,39,0,350000
2025-02-01,SMS-1126,Digital Strategy,113,0,350000
2025-02-01,SMS-1126,Creative Production,145,63733940,350000
2025-02-01,SMS-1127,Creative Production,32,11882319,350000
2025-02-01,SMS-1129,Digital Strategy,29,0,350000
2025-02-01,SMS-1130,Digital Strategy,56,0,350000
2025-02-01,SMS-1131,Media Performance,161,0,350000
2025-02-01,SMS-1132,Creative Production,25,12266214,350000
2025-02-01,SMS-1134,Digital Strategy,26,0,350000
2025-02-01,SMS-1135,Media Performance,54,0,350000
2025-02-01,SMS-1136,Digital Strategy,65,0,350000
2025-02-01,SMS-1137,Media Performance,16,0,350000
2025-02-01,SMS-1139,Creative Production,86,28772748,350000
2025-02-01,SMS-1140,Creative Production,236,59275180,350000
2025-02-01,SMS-1141,Creative Production,25,12102301,350000
2025-02-01,SMS-1142,Media Performance,15,0,350000
2025-02-01,SMS-1143,Media Performance,21,0,350000
2025-02-01,SMS-1144,Digital Strategy,113,0,350000
2025-02-01,SMS-1144,Media Performance,176,0,350000
2025-02-01,SMS-1145,Digital Strategy,17,0,350000
2025-02-01,SMS-1146,Creative Production,54,19790523,350000
2025-02-01,SMS-1147,Digital Strategy,160,0,350000
2025-02-01,SMS-1148,Media Performance,49,0,350000
2025-02-01,SMS-1149,Digital Strategy,73,0,350000
2025-03-01,SMS-1000,Digital Strategy,21,0,350000
2025-03-01,SMS-1001,Creative Production,35,16520120,350000
2025-03-01,SMS-1002,Media Performance,18,0,350000
2025-03-01,SMS-1003,Media Performance,20,0,350000
2025-03-01,SMS-1004,Media Performance,19,0,350000
2025-03-01,SMS-1005,Digital Strategy,69,0,350000
2025-03-01,SMS-1006,Creative Production,40,5812417,350000
2025-03-01,SMS-1007,Media Performance,121,0,350000
2025-03-01,SMS-1007,Digital Strategy,135,0,350000
2025-03-01,SMS-1009,Digital Strategy,70,0,350000
2025-03-01,SMS-1010,Creative Production,58,13406013,350000
2025-03-01,SMS-1012,Media Performance,54,0,350000
2025-03-01,SMS-1013,Digital Strategy,24,0,350000
2025-03-01,SMS-1013,Media Performance,18,0,350000
2025-03-01,SMS-1016,Creative Production,37,14884819,350000
2025-03-01,SMS-1017,Creative Production,71,22775362,350000
2025-03-01,SMS-1017,Media Performance,49,0,350000
2025-03-01,SMS-1018,Creative Production,61,28489625,350000
2025-03-01,SMS-1019,Media Performance,55,0,350000
2025-03-01,SMS-1021,Creative Production,19,4629142,350000
2025-03-01,SMS-1021,Digital Strategy,28,0,350000
2025-03-01,SMS-1022,Digital Strategy,26,0,350000
2025-03-01,SMS-1023,Media Performance,20,0,350000
2025-03-01,SMS-1025,Creative Production,71,26950784,350000
2025-03-01,SMS-1026,Digital Strategy,72,0,350000
2025-03-01,SMS-1026,Creative Production,77,48335858,350000
2025-03-01,SMS-1027,Media Performance,53,0,350000
2025-03-01,SMS-1027,Digital Strategy,71,0,350000
2025-03-01,SMS-1028,Media Performance,45,0,350000
2025-03-01,SMS-1030,Creative Production,49,20908806,350000
2025-03-01,SMS-1031,Digital Strategy,56,0,350000
2025-03-01,SMS-1032,Digital Strategy,72,0,350000
2025-03-01,SMS-1034,Media Performance,57,0,350000
2025-03-01,SMS-1034,Creative Production,88,29768709,350000
2025-03-01,SMS-1035,Creative Production,51,24753283,350000
2025-03-01,SMS-1035,Digital Strategy,62,0,350000
2025-03-01,SMS-1037,Digital Strategy,130,0,350000
2025-03-01,SMS-1037,Media Performance,166,0,350000
2025-03-01,SMS-1038,Digital Strategy,35,0,350000
2025-03-01,SMS-1040,Creative Production,19,7155309,350000
2025-03-01,SMS-1040,Media Performance,29,0,350000
2025-03-01,SMS-1041,Creative Production,49,27074975,350000
2025-03-01,SMS-1041,Digital Strategy,62,0,350000
2025-03-01,SMS-1042,Creative Production,65,28617823,350000
2025-03-01,SMS-1042,Media Performance,72,0,350000
2025-03-01,SMS-1043,Digital Strategy,19,0,350000
2025-03-01,SMS-1043,Media Performance,27,0,350000
2025-03-01,SMS-1044,Digital Strategy,40,0,350000
2025-03-01,SMS-1044,Creative Production,54,45855161,350000
2025-03-01,SMS-1045,Creative Production,60,40036792,350000
2025-03-01,SMS-1046,Creative Production,99,18370826,350000
2025-03-01,SMS-1046,Digital Strategy,69,0,350000
2025-03-01,SMS-1047,Digital Strategy,51,0,350000
2025-03-01,SMS-1048,Media Performance,50,0,350000
2025-03-01,SMS-1049,Creative Production,81,32379486,350000
2025-03-01,SMS-1050,Media Performance,72,0,350000
2025-03-01,SMS-1051,Media Performance,107,0,350000
2025-03-01,SMS-1053,Digital Strategy,40,0,350000
2025-03-01,SMS-1053,Creative Production,58,32738863,350000
2025-03-01,SMS-1055,Media Performance,37,0,350000
2025-03-01,SMS-1055,Digital Strategy,52,0,350000
2025-03-01,SMS-1056,Creative Production,145,65041874,350000
2025-03-01,SMS-1057,Media Performance,28,0,350000
2025-03-01,SMS-1058,Creative Production,99,13840327,350000
2025-03-01,SMS-1060,Media Performance,14,0,350000
2025-03-01,SMS-1061,Media Performance,28,0,350000
2025-03-01,SMS-1062,Digital Strategy,63,0,350000
2025-03-01,SMS-1062,Media Performance,36,0,350000
2025-03-01,SMS-1063,Media Performance,27,0,350000
2025-03-01,SMS-1063,Digital Strategy,23,0,350000
2025-03-01,SMS-1066,Media Performance,51,0,350000
2025-03-01,SMS-1066,Creative Production,75,18740832,350000
2025-03-01,SMS-1067,Digital Strategy,46,0,350000
2025-03-01,SMS-1067,Creative Production,67,29809420,350000
2025-03-01,SMS-1068,Digital Strategy,18,0,350000
2025-03-01,SMS-1068,Creative Production,28,9062108,350000
2025-03-01,SMS-1069,Digital Strategy,19,0,350000
2025-03-01,SMS-1069,Creative Production,23,7780828,350000
2025-03-01,SMS-1070,Creative Production,96,45240728,350000
2025-03-01,SMS-1072,Media Performance,27,0,350000
2025-03-01,SMS-1073,Digital Strategy,23,0,350000
2025-03-01,SMS-1074,Media Performance,51,0,350000
2025-03-01,SMS-1074,Creative Production,91,54568804,350000
2025-03-01,SMS-1075,Digital Strategy,69,0,350000
2025-03-01,SMS-1076,Media Performance,19,0,350000
2025-03-01,SMS-1076,Creative Production,35,19772611,350000
2025-03-01,SMS-1077,Creative Production,75,18331900,350000
2025-03-01,SMS-1078,Creative Production,75,24705558,350000
2025-03-01,SMS-1079,Digital Strategy,36,0,350000
2025-03-01,SMS-1080,Digital Strategy,73,0,350000
2025-03-01,SMS-1081,Creative Production,39,15914893,350000
2025-03-01,SMS-1082,Media Performance,45,0,350000
2025-03-01,SMS-1083,Digital Strategy,29,0,350000
2025-03-01,SMS-1084,Media Performance,22,0,350000
2025-03-01,SMS-1086,Media Performance,15,0,350000
2025-03-01,SMS-1087,Creative Production,72,47877570,350000
2025-03-01,SMS-1088,Media Performance,71,0,350000
2025-03-01,SMS-1089,Media Performance,145,0,350000
2025-03-01,SMS-1090,Digital Strategy,107,0,350000
2025-03-01,SMS-1090,Media Performance,177,0,350000
2025-03-01,SMS-1091,Creative Production,54,18762528,350000
2025-03-01,SMS-1091,Media Performance,68,0,350000
2025-03-01,SMS-1092,Creative Production,70,21715104,350000
2025-03-01,SMS-1093,Media Performance,73,0,350000
2025-03-01,SMS-1093,Digital Strategy,52,0,350000
2025-03-01,SMS-1094,Creative Production,21,16810023,350000
2025-03-01,SMS-1095,Digital Strategy,56,0,350000
2025-03-01,SMS-1095,Media Performance,39,0,350000
2025-03-01,SMS-1096,Creative Production,30,11121527,350000
2025-03-01,SMS-1096,Media Performance,22,0,350000
2025-03-01,SMS-1097,Media Performance,21,0,350000
2025-03-01,SMS-1098,Media Performance,13,0,350000
2025-03-01,SMS-1099,Creative Production,51,17085256,350000
2025-03-01,SMS-1100,Creative Production,74,32958871,350000
2025-03-01,SMS-1101,Creative Production,176,90178665,350000
2025-03-01,SMS-1101,Digital Strategy,101,0,350000
2025-03-01,SMS-1102,Digital Strategy,14,0,350000
2025-03-01,SMS-1104,Digital Strategy,62,0,350000
2025-03-01,SMS-1105,Creative Production,99,21475946,350000
2025-03-01,SMS-1106,Media Performance,112,0,350000
2025-03-01,SMS-1107,Media Performance,73,0,350000
2025-03-01,SMS-1107,Creative Production,92,21818110,350000
2025-03-01,SMS-1108,Media Performance,64,0,350000
2025-03-01,SMS-1109,Digital Strategy,160,0,350000
2025-03-01,SMS-1110,Creative Production,28,16655630,350000
2025-03-01,SMS-1111,Creative Production,252,107320586,350000
2025-03-01,SMS-1112,Creative Production,58,23873022,350000
2025-03-01,SMS-1113,Creative Production,49,33555337,350000
2025-03-01,SMS-1113,Media Performance,64,0,350000
2025-03-01,SMS-1115,Digital Strategy,12,0,350000
2025-03-01,SMS-1116,Creative Production,50,23231991,350000
2025-03-01,SMS-1116,Media Performance,54,0,350000
2025-03-01,SMS-1117,Digital Strategy,42,0,350000
2025-03-01,SMS-1118,Creative Production,103,31778139,350000
2025-03-01,SMS-1118,Media Performance,68,0,350000
2025-03-01,SMS-1119,Creative Production,225,65546035,350000
2025-03-01,SMS-1121,Creative Production,246,57504781,350000
2025-03-01,SMS-1122,Digital Strategy,28,0,350000
2025-03-01,SMS-1122,Media Performance,19,0,350000
2025-03-01,SMS-1123,Media Performance,40,0,350000
2025-03-01,SMS-1124,Digital Strategy,171,0,350000
2025-03-01,SMS-1124,Creative Production,224,43688225,350000
2025-03-01,SMS-1125,Creative Production,50,33678933,350000
2025-03-01,SMS-1126,Media Performance,181,0,350000
2025-03-01,SMS-1126,Creative Production,145,94550273,350000
2025-03-01,SMS-1127,Media Performance,16,0,350000
2025-03-01,SMS-1129,Creative Production,36,15339435,350000
2025-03-01,SMS-1129,Media Performance,20,0,350000
2025-03-01,SMS-1130,Digital Strategy,70,0,350000
2025-03-01,SMS-1131,Digital Strategy,116,0,350000
2025-03-01,SMS-1131,Creative Production,234,95692257,350000
2025-03-01,SMS-1132,Media Performance,23,0,350000
2025-03-01,SMS-1134,Digital Strategy,14,0,350000
2025-03-01,SMS-1135,Creative Production,91,39224731,350000
2025-03-01,SMS-1136,Creative Production,95,49272857,350000
2025-03-01,SMS-1137,Digital Strategy,16,0,350000
2025-03-01,SMS-1139,Media Performance,39,0,350000
2025-03-01,SMS-1140,Digital Strategy,103,0,350000
2025-03-01,SMS-1141,Digital Strategy,19,0,350000
2025-03-01,SMS-1142,Digital Strategy,25,0,350000
2025-03-01,SMS-1142,Media Performance,27,0,350000
2025-03-01,SMS-1143,Digital Strategy,27,0,350000
2025-03-01,SMS-1144,Digital Strategy,127,0,350000
2025-03-01,SMS-1145,Creative Production,40,8987141,350000
2025-03-01,SMS-1145,Media Performance,28,0,350000
2025-03-01,SMS-1146,Media Performance,61,0,350000
2025-03-01,SMS-1146,Creative Production,89,25052538,350000
2025-03-01,SMS-1147,Digital Strategy,135,0,350000
2025-03-01,SMS-1148,Creative Production,88,21158233,350000
2025-03-01,SMS-1149,Creative Production,54,23793631,350000
2025-04-01,SMS-1000,Creative Production,21,7455196,350000
2025-04-01,SMS-1001,Digital Strategy,21,0,350000
2025-04-01,SMS-1001,Creative Production,19,13659390,350000
2025-04-01,SMS-1003,Media Performance,23,0,350000
2025-04-01,SMS-1003,Creative Production,29,15961333,350000
2025-04-01,SMS-1004,Creative Production,21,8605748,350000
2025-04-01,SMS-1004,Media Performance,13,0,350000
2025-04-01,SMS-1005,Creative Production,50,43409592,350000
2025-04-01,SMS-1006,Media Performance,27,0,350000
2025-04-01,SMS-1007,Creative Production,241,98141927,350000
2025-04-01,SMS-1007,Media Performance,170,0,350000
2025-04-01,SMS-1009,Media Performance,65,0,350000
2025-04-01,SMS-1010,Media Performance,69,0,350000
2025-04-01,SMS-1012,Digital Strategy,71,0,350000
2025-04-01,SMS-1013,Media Performance,22,0,350000
2025-04-01,SMS-1016,Media Performance,26,0,350000
2025-04-01,SMS-1017,Media Performance,38,0,350000
2025-04-01,SMS-1017,Creative Production,86,24431211,350000
2025-04-01,SMS-1018,Media Performance,66,0,350000
2025-04-01,SMS-1018,Creative Production,86,37347958,350000
2025-04-01,SMS-1019,Creative Production,78,26715697,350000
2025-04-01,SMS-1019,Digital Strategy,62,0,350000
2025-04-01,SMS-1021,Creative Production,19,10904124,350000
2025-04-01,SMS-1022,Media Performance,15,0,350000
2025-04-01,SMS-1023,Digital Strategy,16,0,350000
2025-04-01,SMS-1023,Media Performance,27,0,350000
2025-04-01,SMS-1025,Creative Production,67,33156945,350000
2025-04-01,SMS-1026,Creative Production,49,24646788,350000
2025-04-01,SMS-1027,Creative Production,91,24533996,350000
2025-04-01,SMS-1028,Creative Production,103,33435687,350000
2025-04-01,SMS-1030,Creative Production,61,26832615,350000
2025-04-01,SMS-1031,Digital Strategy,68,0,350000
2025-04-01,SMS-1031,Media Performance,56,0,350000
2025-04-01,SMS-1032,Creative Production,54,31429204,350000
