period,client_id,service_line,monthly_revenue
2024-09-01,SMS-1079,Digital Strategy,35000000
2024-09-01,SMS-1080,Digital Strategy,81000000
2024-09-01,SMS-1081,Creative Production,28000000
2024-09-01,SMS-1082,Creative Production,53000000
2024-09-01,SMS-1083,Digital Strategy,14000000
2024-09-01,SMS-1083,Media Performance,28000000
2024-09-01,SMS-1084,Digital Strategy,29000000
2024-09-01,SMS-1086,Digital Strategy,32000000
2024-09-01,SMS-1086,Media Performance,15000000
2024-09-01,SMS-1087,Digital Strategy,51000000
2024-09-01,SMS-1087,Creative Production,47000000
2024-09-01,SMS-1088,Creative Production,36000000
2024-09-01,SMS-1089,Digital Strategy,207000000
2024-09-01,SMS-1090,Creative Production,216000000
2024-09-01,SMS-1091,Digital Strategy,61000000
2024-09-01,SMS-1092,Digital Strategy,50000000
2024-09-01,SMS-1093,Creative Production,50000000
2024-09-01,SMS-1094,Media Performance,20000000
2024-09-01,SMS-1094,Digital Strategy,18000000
2024-09-01,SMS-1095,Media Performance,40000000
2024-09-01,SMS-1096,Creative Production,15000000
2024-09-01,SMS-1096,Digital Strategy,32000000
2024-09-01,SMS-1097,Digital Strategy,25000000
2024-09-01,SMS-1098,Media Performance,19000000
2024-09-01,SMS-1099,Creative Production,49000000
2024-09-01,SMS-1100,Digital Strategy,75000000
2024-09-01,SMS-1101,Digital Strategy,164000000
2024-09-01,SMS-1102,Media Performance,31000000
2024-09-01,SMS-1104,Digital Strategy,46000000
2024-09-01,SMS-1104,Creative Production,65000000
2024-09-01,SMS-1105,Creative Production,44000000
2024-09-01,SMS-1106,Creative Production,188000000
2024-09-01,SMS-1107,Creative Production,57000000
2024-09-01,SMS-1108,Digital Strategy,86000000
2024-09-01,SMS-1108,Media Performance,76000000
2024-09-01,SMS-1109,Media Performance,126000000
2024-09-01,SMS-1110,Creative Production,27000000
2024-09-01,SMS-1111,Digital Strategy,91000000
2024-09-01,SMS-1112,Creative Production,79000000
2024-09-01,SMS-1113,Media Performance,62000000
2024-09-01,SMS-1113,Creative Production,43000000
2024-09-01,SMS-1114,Digital Strategy,45000000
2024-09-01,SMS-1114,Media Performance,54000000
2024-09-01,SMS-1115,Digital Strategy,13000000
2024-09-01,SMS-1116,Creative Production,41000000
2024-09-01,SMS-1116,Digital Strategy,63000000
2024-09-01,SMS-1117,Media Performance,50000000
2024-09-01,SMS-1117,Creative Production,53000000
2024-09-01,SMS-1118,Media Performance,55000000
2024-09-01,SMS-1119,Media Performance,206000000
2024-09-01,SMS-1119,Creative Production,211000000
2024-09-01,SMS-1121,Creative Production,213000000
2024-09-01,SMS-1122,Digital Strategy,17000000
2024-09-01,SMS-1122,Media Performance,16000000
2024-09-01,SMS-1123,Media Performance,77000000
2024-09-01,SMS-1124,Media Performance,92000000
2024-09-01,SMS-1125,Digital Strategy,50000000
2024-09-01,SMS-1126,Media Performance,109000000
2024-09-01,SMS-1126,Digital Strategy,173000000
2024-09-01,SMS-1127,Creative Production,12000000
2024-09-01,SMS-1129,Media Performance,20000000
2024-09-01,SMS-1130,Creative Production,57000000
2024-09-01,SMS-1131,Creative Production,178000000
2024-09-01,SMS-1132,Media Performance,32000000
2024-09-01,SMS-1134,Media Performance,21000000
2024-09-01,SMS-1135,Media Performance,85000000
2024-09-01,SMS-1136,Digital Strategy,48000000
2024-09-01,SMS-1137,Creative Production,16000000
2024-09-01,SMS-1139,Digital Strategy,74000000
2024-09-01,SMS-1139,Creative Production,59000000
2024-09-01,SMS-1140,Creative Production,149000000
2024-09-01,SMS-1140,Digital Strategy,166000000
2024-09-01,SMS-1141,Digital Strategy,27000000
2024-09-01,SMS-1141,Creative Production,18000000
2024-09-01,SMS-1142,Media Performance,29000000
2024-09-01,SMS-1143,Digital Strategy,20000000
2024-09-01,SMS-1144,Media Performance,138000000
2024-09-01,SMS-1145,Media Performance,12000000
2024-09-01,SMS-1145,Creative Production,21000000
2024-09-01,SMS-1146,Media Performance,39000000
2024-09-01,SMS-1147,Digital Strategy,158000000
2024-09-01,SMS-1147,Media Performance,91000000
2024-09-01,SMS-1148,Creative Production,79000000
2024-09-01,SMS-1149,Media Performance,52000000
2024-10-01,SMS-1000,Digital Strategy,29000000
2024-10-01,SMS-1001,Media Performance,12000000
2024-10-01,SMS-1002,Digital Strategy,33000000
2024-10-01,SMS-1003,Creative Production,31000000
2024-10-01,SMS-1004,Creative Production,28000000
2024-10-01,SMS-1004,Digital Strategy,32000000
2024-10-01,SMS-1005,Media Performance,74000000
2024-10-01,SMS-1006,Creative Production,26000000
2024-10-01,SMS-1007,Creative Production,194000000
2024-10-01,SMS-1007,Digital Strategy,203000000
2024-10-01,SMS-1009,Media Performance,80000000
2024-10-01,SMS-1009,Digital Strategy,46000000
2024-10-01,SMS-1010,Creative Production,68000000
2024-10-01,SMS-1012,Creative Production,59000000
2024-10-01,SMS-1013,Media Performance,32000000
2024-10-01,SMS-1014,Media Performance,12000000
2024-10-01,SMS-1014,Creative Production,21000000
2024-10-01,SMS-1016,Digital Strategy,12000000
2024-10-01,SMS-1017,Media Performance,73000000
2024-10-01,SMS-1018,Media Performance,45000000
2024-10-01,SMS-1018,Digital Strategy,49000000
2024-10-01,SMS-1019,Digital Strategy,75000000
2024-10-01,SMS-1021,Media Performance,30000000
2024-10-01,SMS-1022,Media Performance,27000000
2024-10-01,SMS-1022,Creative Production,17000000
2024-10-01,SMS-1023,Creative Production,32000000
2024-10-01,SMS-1024,Creative Production,30000000
2024-10-01,SMS-1025,Creative Production,36000000
2024-10-01,SMS-1026,Media Performance,64000000
2024-10-01,SMS-1026,Creative Production,63000000
2024-10-01,SMS-1027,Digital Strategy,69000000
2024-10-01,SMS-1028,Media Performance,35000000
2024-10-01,SMS-1029,Media Performance,79000000
2024-10-01,SMS-1030,Digital Strategy,86000000
2024-10-01,SMS-1030,Media Performance,87000000
2024-10-01,SMS-1031,Creative Production,63000000
2024-10-01,SMS-1031,Digital Strategy,77000000
2024-10-01,SMS-1032,Digital Strategy,72000000
2024-10-01,SMS-1033,Creative Production,69000000
2024-10-01,SMS-1034,Media Performance,51000000
2024-10-01,SMS-1035,Media Performance,72000000
2024-10-01,SMS-1037,Media Performance,199000000
2024-10-01,SMS-1038,Digital Strategy,68000000
2024-10-01,SMS-1039,Creative Production,58000000
2024-10-01,SMS-1040,Creative Production,19000000
2024-10-01,SMS-1040,Media Performance,22000000
2024-10-01,SMS-1041,Digital Strategy,52000000
2024-10-01,SMS-1042,Creative Production,65000000
2024-10-01,SMS-1042,Media Performance,40000000
2024-10-01,SMS-1043,Media Performance,24000000
2024-10-01,SMS-1043,Digital Strategy,21000000
2024-10-01,SMS-1044,Media Performance,44000000
2024-10-01,SMS-1044,Digital Strategy,68000000
2024-10-01,SMS-1045,Media Performance,75000000
2024-10-01,SMS-1046,Digital Strategy,75000000
2024-10-01,SMS-1047,Creative Production,66000000
2024-10-01,SMS-1047,Digital Strategy,85000000
2024-10-01,SMS-1048,Media Performance,88000000
2024-10-01,SMS-1048,Digital Strategy,80000000
2024-10-01,SMS-1049,Creative Production,37000000
2024-10-01,SMS-1050,Creative Production,88000000
2024-10-01,SMS-1051,Creative Production,145000000
2024-10-01,SMS-1053,Digital Strategy,35000000
2024-10-01,SMS-1054,Media Performance,24000000
2024-10-01,SMS-1055,Media Performance,46000000
2024-10-01,SMS-1056,Creative Production,96000000
2024-10-01,SMS-1057,Digital Strategy,18000000
2024-10-01,SMS-1058,Digital Strategy,61000000
2024-10-01,SMS-1059,Creative Production,157000000
2024-10-01,SMS-1059,Media Performance,189000000
2024-10-01,SMS-1060,Media Performance,21000000
2024-10-01,SMS-1061,Media Performance,12000000
2024-10-01,SMS-1062,Media Performance,81000000
2024-10-01,SMS-1062,Creative Production,38000000
2024-10-01,SMS-1063,Media Performance,19000000
2024-10-01,SMS-1064,Digital Strategy,49000000
2024-10-01,SMS-1066,Digital Strategy,64000000
2024-10-01,SMS-1067,Digital Strategy,52000000
2024-10-01,SMS-1068,Digital Strategy,13000000
2024-10-01,SMS-1069,Digital Strategy,31000000
2024-10-01,SMS-1070,Creative Production,80000000
2024-10-01,SMS-1072,Creative Production,32000000
2024-10-01,SMS-1073,Creative Production,23000000
2024-10-01,SMS-1074,Media Performance,83000000
2024-10-01,SMS-1075,Digital Strategy,86000000
2024-10-01,SMS-1076,Media Performance,16000000
2024-10-01,SMS-1077,Media Performance,76000000
2024-10-01,SMS-1078,Media Performance,60000000
2024-10-01,SMS-1079,Creative Production,77000000
2024-10-01,SMS-1079,Digital Strategy,40000000
2024-10-01,SMS-1080,Digital Strategy,76000000
2024-10-01,SMS-1080,Media Performance,62000000
2024-10-01,SMS-1081,Digital Strategy,20000000
2024-10-01,SMS-1082,Media Performance,57000000
2024-10-01,SMS-1083,Creative Production,29000000
2024-10-01,SMS-1084,Creative Production,23000000
2024-10-01,SMS-1086,Creative Production,28000000
2024-10-01,SMS-1087,Digital Strategy,52000000
2024-10-01,SMS-1087,Media Performance,75000000
2024-10-01,SMS-1088,Creative Production,42000000
2024-10-01,SMS-1089,Digital Strategy,134000000
2024-10-01,SMS-1090,Digital Strategy,97000000
2024-10-01,SMS-1091,Digital Strategy,84000000
2024-10-01,SMS-1092,Creative Production,58000000
2024-10-01,SMS-1093,Media Performance,77000000
2024-10-01,SMS-1094,Media Performance,33000000
2024-10-01,SMS-1095,Media Performance,70000000
2024-10-01,SMS-1096,Media Performance,28000000
2024-10-01,SMS-1096,Digital Strategy,22000000
2024-10-01,SMS-1097,Media Performance,29000000
2024-10-01,SMS-1098,Digital Strategy,17000000
2024-10-01,SMS-1099,Creative Production,37000000
2024-10-01,SMS-1099,Media Performance,74000000
2024-10-01,SMS-1100,Creative Production,48000000
2024-10-01,SMS-1101,Media Performance,219000000
2024-10-01,SMS-1101,Digital Strategy,215000000
2024-10-01,SMS-1102,Media Performance,29000000
2024-10-01,SMS-1104,Media Performance,87000000
2024-10-01,SMS-1105,Creative Production,79000000
2024-10-01,SMS-1106,Digital Strategy,99000000
2024-10-01,SMS-1106,Creative Production,198000000
2024-10-01,SMS-1107,Media Performance,35000000
2024-10-01,SMS-1107,Creative Production,53000000
2024-10-01,SMS-1108,Digital Strategy,80000000
2024-10-01,SMS-1108,Media Performance,53000000
2024-10-01,SMS-1109,Creative Production,97000000
2024-10-01,SMS-1110,Creative Production,22000000
2024-10-01,SMS-1110,Digital Strategy,17000000
2024-10-01,SMS-1111,Creative Production,197000000
2024-10-01,SMS-1112,Creative Production,45000000
2024-10-01,SMS-1112,Digital Strategy,52000000
2024-10-01,SMS-1113,Media Performance,54000000
2024-10-01,SMS-1114,Creative Production,56000000
2024-10-01,SMS-1115,Digital Strategy,18000000
2024-10-01,SMS-1115,Media Performance,23000000
2024-10-01,SMS-1116,Creative Production,39000000
2024-10-01,SMS-1117,Creative Production,78000000
2024-10-01,SMS-1118,Digital Strategy,35000000
2024-10-01,SMS-1119,Media Performance,102000000
2024-10-01,SMS-1121,Media Performance,191000000
2024-10-01,SMS-1121,Creative Production,121000000
2024-10-01,SMS-1122,Creative Production,29000000
2024-10-01,SMS-1123,Creative Production,45000000
2024-10-01,SMS-1124,Creative Production,206000000
2024-10-01,SMS-1125,Creative Production,36000000
2024-10-01,SMS-1125,Digital Strategy,82000000
2024-10-01,SMS-1126,Media Performance,113000000
2024-10-01,SMS-1126,Digital Strategy,177000000
2024-10-01,SMS-1127,Creative Production,32000000
2024-10-01,SMS-1129,Media Performance,24000000
2024-10-01,SMS-1130,Digital Strategy,54000000
2024-10-01,SMS-1131,Digital Strategy,191000000
2024-10-01,SMS-1132,Digital Strategy,28000000
2024-10-01,SMS-1132,Media Performance,19000000
2024-10-01,SMS-1134,Media Performance,33000000
2024-10-01,SMS-1135,Digital Strategy,50000000
2024-10-01,SMS-1135,Media Performance,80000000
2024-10-01,SMS-1136,Digital Strategy,75000000
2024-10-01,SMS-1136,Media Performance,58000000
2024-10-01,SMS-1137,Creative Production,33000000
2024-10-01,SMS-1139,Creative Production,44000000
2024-10-01,SMS-1139,Digital Strategy,41000000
2024-10-01,SMS-1140,Creative Production,195000000
2024-10-01,SMS-1141,Creative Production,12000000
2024-10-01,SMS-1142,Media Performance,33000000
2024-10-01,SMS-1142,Digital Strategy,21000000
2024-10-01,SMS-1143,Media Performance,21000000
2024-10-01,SMS-1143,Creative Production,30000000
2024-10-01,SMS-1144,Creative Production,172000000
2024-10-01,SMS-1144,Digital Strategy,118000000
2024-10-01,SMS-1145,Media Performance,23000000
2024-10-01,SMS-1146,Media Performance,66000000
2024-10-01,SMS-1147,Media Performance,98000000
2024-10-01,SMS-1147,Creative Production,153000000
2024-10-01,SMS-1148,Creative Production,58000000
2024-10-01,SMS-1149,Creative Production,35000000
2024-11-01,SMS-1000,Media Performance,21000000
2024-11-01,SMS-1001,Digital Strategy,17000000
2024-11-01,SMS-1001,Media Performance,21000000
2024-11-01,SMS-1002,Creative Production,22000000
2024-11-01,SMS-1003,Creative Production,16000000
2024-11-01,SMS-1004,Media Performance,31000000
2024-11-01,SMS-1004,Creative Production,28000000
2024-11-01,SMS-1005,Media Performance,47000000
2024-11-01,SMS-1005,Creative Production,84000000
2024-11-01,SMS-1006,Digital Strategy,21000000
2024-11-01,SMS-1007,Digital Strategy,119000000
2024-11-01,SMS-1009,Creative Production,64000000
2024-11-01,SMS-1010,Creative Production,76000000
2024-11-01,SMS-1010,Media Performance,75000000
2024-11-01,SMS-1012,Media Performance,67000000
2024-11-01,SMS-1013,Media Performance,21000000
2024-11-01,SMS-1014,Creative Production,29000000
2024-11-01,SMS-1016,Creative Production,25000000
2024-11-01,SMS-1016,Media Performance,22000000
2024-11-01,SMS-1017,Creative Production,51000000
2024-11-01,SMS-1017,Media Performance,42000000
2024-11-01,SMS-1018,Digital Strategy,85000000
2024-11-01,SMS-1019,Media Performance,82000000
2024-11-01,SMS-1021,Creative Production,24000000
2024-11-01,SMS-1022,Digital Strategy,32000000
2024-11-01,SMS-1023,Media Performance,23000000
2024-11-01,SMS-1024,Digital Strategy,20000000
2024-11-01,SMS-1025,Creative Production,47000000
2024-11-01,SMS-1026,Media Performance,85000000
2024-11-01,SMS-1026,Digital Strategy,64000000
2024-11-01,SMS-1027,Media Performance,69000000
2024-11-01,SMS-1028,Digital Strategy,54000000
2024-11-01,SMS-1029,Digital Strategy,47000000
2024-11-01,SMS-1029,Media Performance,41000000
2024-11-01,SMS-1030,Digital Strategy,85000000
2024-11-01,SMS-1031,Creative Production,54000000
2024-11-01,SMS-1032,Digital Strategy,59000000
2024-11-01,SMS-1034,Digital Strategy,40000000
2024-11-01,SMS-1035,Digital Strategy,36000000
2024-11-01,SMS-1035,Media Performance,66000000
2024-11-01,SMS-1037,Creative Production,199000000
2024-11-01,SMS-1038,Digital Strategy,80000000
2024-11-01,SMS-1040,Creative Production,19000000
2024-11-01,SMS-1041,Digital Strategy,64000000
2024-11-01,SMS-1042,Creative Production,52000000
2024-11-01,SMS-1043,Digital Strategy,26000000
2024-11-01,SMS-1044,Creative Production,49000000
2024-11-01,SMS-1044,Media Performance,85000000
2024-11-01,SMS-1045,Media Performance,78000000
2024-11-01,SMS-1045,Creative Production,73000000
2024-11-01,SMS-1046,Digital Strategy,41000000
2024-11-01,SMS-1047,Creative Production,49000000
2024-11-01,SMS-1048,Creative Production,71000000
2024-11-01,SMS-1049,Digital Strategy,80000000
2024-11-01,SMS-1049,Media Performance,62000000
2024-11-01,SMS-1050,Digital Strategy,71000000
2024-11-01,SMS-1051,Creative Production,187000000
2024-11-01,SMS-1053,Media Performance,39000000
2024-11-01,SMS-1054,Media Performance,24000000
2024-11-01,SMS-1055,Media Performance,35000000
2024-11-01,SMS-1056,Digital Strategy,183000000
2024-11-01,SMS-1057,Creative Production,31000000
2024-11-01,SMS-1058,Media Performance,64000000
2024-11-01,SMS-1059,Creative Production,206000000
2024-11-01,SMS-1060,Media Performance,14000000
2024-11-01,SMS-1061,Media Performance,20000000
2024-11-01,SMS-1061,Digital Strategy,15000000
2024-11-01,SMS-1062,Media Performance,64000000
2024-11-01,SMS-1062,Creative Production,87000000
2024-11-01,SMS-1063,Digital Strategy,28000000
2024-11-01,SMS-1066,Media Performance,50000000
2024-11-01,SMS-1067,Digital Strategy,79000000
2024-11-01,SMS-1068,Media Performance,21000000
2024-11-01,SMS-1069,Digital Strategy,28000000
2024-11-01,SMS-1069,Media Performance,23000000
2024-11-01,SMS-1070,Digital Strategy,65000000
2024-11-01,SMS-1072,Media Performance,25000000
2024-11-01,SMS-1072,Creative Production,14000000
2024-11-01,SMS-1073,Creative Production,28000000
2024-11-01,SMS-1074,Creative Production,59000000
2024-11-01,SMS-1075,Digital Strategy,56000000
2024-11-01,SMS-1076,Media Performance,13000000
2024-11-01,SMS-1077,Creative Production,68000000
2024-11-01,SMS-1078,Media Performance,72000000
2024-11-01,SMS-1079,Digital Strategy,41000000
2024-11-01,SMS-1080,Media Performance,80000000
2024-11-01,SMS-1081,Digital Strategy,24000000
2024-11-01,SMS-1082,Digital Strategy,63000000
2024-11-01,SMS-1082,Media Performance,63000000
2024-11-01,SMS-1083,Digital Strategy,26000000
2024-11-01,SMS-1084,Creative Production,29000000
2024-11-01,SMS-1086,Digital Strategy,30000000
2024-11-01,SMS-1086,Media Performance,13000000
2024-11-01,SMS-1087,Creative Production,77000000
2024-11-01,SMS-1087,Media Performance,82000000
2024-11-01,SMS-1088,Creative Production,66000000
2024-11-01,SMS-1088,Media Performance,37000000
2024-11-01,SMS-1089,Media Performance,210000000
2024-11-01,SMS-1089,Digital Strategy,90000000
2024-11-01,SMS-1090,Creative Production,104000000
2024-11-01,SMS-1091,Media Performance,40000000
2024-11-01,SMS-1091,Digital Strategy,88000000
2024-11-01,SMS-1092,Creative Production,88000000
2024-11-01,SMS-1093,Creative Production,56000000
2024-11-01,SMS-1094,Media Performance,28000000
2024-11-01,SMS-1095,Creative Production,59000000
2024-11-01,SMS-1096,Creative Production,25000000
2024-11-01,SMS-1097,Media Performance,21000000
2024-11-01,SMS-1098,Media Performance,27000000
2024-11-01,SMS-1099,Digital Strategy,68000000
2024-11-01,SMS-1099,Media Performance,85000000
2024-11-01,SMS-1100,Creative Production,50000000
2024-11-01,SMS-1100,Media Performance,63000000
2024-11-01,SMS-1101,Creative Production,105000000
2024-11-01,SMS-1102,Creative Production,24000000
2024-11-01,SMS-1104,Digital Strategy,48000000
2024-11-01,SMS-1104,Media Performance,62000000
2024-11-01,SMS-1105,Media Performance,42000000
2024-11-01,SMS-1106,Media Performance,147000000
2024-11-01,SMS-1107,Media Performance,50000000
2024-11-01,SMS-1107,Creative Production,73000000
2024-11-01,SMS-1108,Digital Strategy,58000000
2024-11-01,SMS-1109,Creative Production,147000000
2024-11-01,SMS-1110,Creative Production,30000000
2024-11-01,SMS-1110,Digital Strategy,23000000
2024-11-01,SMS-1111,Creative Production,111000000
2024-11-01,SMS-1112,Creative Production,67000000
2024-11-01,SMS-1113,Digital Strategy,36000000
2024-11-01,SMS-1113,Media Performance,61000000
2024-11-01,SMS-1114,Creative Production,82000000
2024-11-01,SMS-1115,Digital Strategy,24000000
2024-11-01,SMS-1115,Creative Production,27000000
2024-11-01,SMS-1116,Creative Production,81000000
2024-11-01,SMS-1117,Digital Strategy,46000000
2024-11-01,SMS-1118,Digital Strategy,50000000
2024-11-01,SMS-1118,Media Performance,81000000
2024-11-01,SMS-1119,Creative Production,212000000
2024-11-01,SMS-1121,Digital Strategy,138000000
2024-11-01,SMS-1121,Media Performance,150000000
2024-11-01,SMS-1122,Digital Strategy,30000000
2024-11-01,SMS-1122,Creative Production,15000000
2024-11-01,SMS-1123,Digital Strategy,87000000
2024-11-01,SMS-1123,Creative Production,86000000
2024-11-01,SMS-1124,Creative Production,206000000
2024-11-01,SMS-1124,Digital Strategy,151000000
2024-11-01,SMS-1125,Digital Strategy,42000000
2024-11-01,SMS-1126,Digital Strategy,195000000
2024-11-01,SMS-1127,Media Performance,13000000
2024-11-01,SMS-1127,Digital Strategy,13000000
2024-11-01,SMS-1129,Digital Strategy,13000000
2024-11-01,SMS-1130,Digital Strategy,79000000
2024-11-01,SMS-1131,Digital Strategy,152000000
2024-11-01,SMS-1132,Creative Production,12000000
2024-11-01,SMS-1134,Digital Strategy,30000000
2024-11-01,SMS-1134,Media Performance,14000000
2024-11-01,SMS-1135,Digital Strategy,56000000
2024-11-01,SMS-1135,Media Performance,76000000
2024-11-01,SMS-1136,Creative Production,42000000
2024-11-01,SMS-1137,Digital Strategy,20000000
2024-11-01,SMS-1139,Creative Production,61000000
2024-11-01,SMS-1139,Digital Strategy,46000000
2024-11-01,SMS-1140,Digital Strategy,189000000
2024-11-01,SMS-1141,Digital Strategy,24000000
2024-11-01,SMS-1142,Creative Production,20000000
2024-11-01,SMS-1142,Media Performance,32000000
2024-11-01,SMS-1143,Media Performance,20000000
2024-11-01,SMS-1144,Digital Strategy,167000000
2024-11-01,SMS-1145,Media Performance,23000000
2024-11-01,SMS-1145,Digital Strategy,15000000
2024-11-01,SMS-1146,Media Performance,87000000
2024-11-01,SMS-1147,Digital Strategy,120000000
2024-11-01,SMS-1148,Media Performance,48000000
2024-11-01,SMS-1149,Digital Strategy,84000000
2024-11-01,SMS-1149,Media Performance,73000000
2024-12-01,SMS-1000,Digital Strategy,21000000
2024-12-01,SMS-1001,Creative Production,30000000
2024-12-01,SMS-1002,Creative Production,20000000
2024-12-01,SMS-1003,Creative Production,22000000
2024-12-01,SMS-1004,Digital Strategy,30000000
2024-12-01,SMS-1005,Media Performance,36000000
2024-12-01,SMS-1005,Digital Strategy,45000000
2024-12-01,SMS-1006,Creative Production,21000000
2024-12-01,SMS-1007,Digital Strategy,196000000
2024-12-01,SMS-1009,Creative Production,63000000
2024-12-01,SMS-1010,Creative Production,77000000
2024-12-01,SMS-1010,Media Performance,66000000
2024-12-01,SMS-1012,Media Performance,51000000
2024-12-01,SMS-1013,Creative Production,29000000
2024-12-01,SMS-1014,Media Performance,23000000
2024-12-01,SMS-1014,Digital Strategy,18000000
2024-12-01,SMS-1016,Media Performance,22000000
2024-12-01,SMS-1017,Creative Production,85000000
2024-12-01,SMS-1018,Digital Strategy,87000000
2024-12-01,SMS-1019,Digital Strategy,58000000
2024-12-01,SMS-1019,Creative Production,64000000
2024-12-01,SMS-1021,Media Performance,18000000
2024-12-01,SMS-1022,Digital Strategy,29000000
2024-12-01,SMS-1023,Creative Production,19000000
2024-12-01,SMS-1024,Digital Strategy,19000000
2024-12-01,SMS-1025,Creative Production,60000000
2024-12-01,SMS-1026,Media Performance,41000000
2024-12-01,SMS-1027,Creative Production,59000000
2024-12-01,SMS-1027,Media Performance,52000000
2024-12-01,SMS-1028,Creative Production,69000000
2024-12-01,SMS-1029,Media Performance,37000000
2024-12-01,SMS-1029,Digital Strategy,59000000
2024-12-01,SMS-1030,Creative Production,64000000
2024-12-01,SMS-1031,Media Performance,48000000
2024-12-01,SMS-1031,Creative Production,70000000
2024-12-01,SMS-1032,Media Performance,57000000
2024-12-01,SMS-1034,Digital Strategy,79000000
2024-12-01,SMS-1034,Creative Production,48000000
2024-12-01,SMS-1035,Digital Strategy,61000000
2024-12-01,SMS-1037,Digital Strategy,201000000
2024-12-01,SMS-1038,Media Performance,62000000
2024-12-01,SMS-1040,Digital Strategy,33000000
2024-12-01,SMS-1040,Media Performance,27000000
2024-12-01,SMS-1041,Creative Production,54000000
2024-12-01,SMS-1041,Media Performance,43000000
2024-12-01,SMS-1042,Digital Strategy,53000000
2024-12-01,SMS-1043,Digital Strategy,33000000
2024-12-01,SMS-1043,Creative Production,32000000
2024-12-01,SMS-1044,Digital Strategy,36000000
2024-12-01,SMS-1044,Creative Production,81000000
2024-12-01,SMS-1045,Media Performance,75000000
2024-12-01,SMS-1046,Digital Strategy,67000000
2024-12-01,SMS-1047,Digital Strategy,71000000
2024-12-01,SMS-1047,Creative Production,80000000
2024-12-01,SMS-1048,Creative Production,57000000
2024-12-01,SMS-1048,Digital Strategy,60000000
2024-12-01,SMS-1049,Media Performance,60000000
2024-12-01,SMS-1050,Digital Strategy,68000000
2024-12-01,SMS-1051,Media Performance,99000000
2024-12-01,SMS-1053,Digital Strategy,86000000
2024-12-01,SMS-1054,Digital Strategy,21000000
2024-12-01,SMS-1055,Media Performance,68000000
2024-12-01,SMS-1056,Media Performance,166000000
2024-12-01,SMS-1056,Digital Strategy,192000000
2024-12-01,SMS-1057,Creative Production,13000000
2024-12-01,SMS-1058,Digital Strategy,41000000
2024-12-01,SMS-1060,Creative Production,21000000
2024-12-01,SMS-1060,Digital Strategy,14000000
2024-12-01,SMS-1061,Digital Strategy,31000000
2024-12-01,SMS-1061,Creative Production,22000000
2024-12-01,SMS-1062,Media Performance,36000000
2024-12-01,SMS-1062,Digital Strategy,85000000
2024-12-01,SMS-1063,Creative Production,15000000
2024-12-01,SMS-1063,Media Performance,32000000
2024-12-01,SMS-1066,Digital Strategy,45000000
2024-12-01,SMS-1066,Media Performance,54000000
2024-12-01,SMS-1067,Creative Production,84000000
2024-12-01,SMS-1068,Media Performance,18000000
2024-12-01,SMS-1069,Media Performance,23000000
2024-12-01,SMS-1069,Digital Strategy,33000000
2024-12-01,SMS-1070,Media Performance,37000000
2024-12-01,SMS-1072,Creative Production,29000000
2024-12-01,SMS-1073,Creative Production,22000000
2024-12-01,SMS-1074,Media Performance,55000000
2024-12-01,SMS-1074,Creative Production,76000000
2024-12-01,SMS-1075,Media Performance,52000000
2024-12-01,SMS-1075,Digital Strategy,88000000
2024-12-01,SMS-1076,Media Performance,18000000
2024-12-01,SMS-1077,Creative Production,84000000
2024-12-01,SMS-1078,Digital Strategy,78000000
2024-12-01,SMS-1079,Media Performance,77000000
2024-12-01,SMS-1080,Creative Production,78000000
2024-12-01,SMS-1081,Digital Strategy,33000000
2024-12-01,SMS-1082,Creative Production,42000000
2024-12-01,SMS-1083,Creative Production,32000000
2024-12-01,SMS-1083,Media Performance,21000000
2024-12-01,SMS-1084,Media Performance,17000000
2024-12-01,SMS-1086,Media Performance,17000000
2024-12-01,SMS-1087,Creative Production,60000000
2024-12-01,SMS-1088,Digital Strategy,71000000
2024-12-01,SMS-1089,Media Performance,210000000
2024-12-01,SMS-1089,Creative Production,104000000
2024-12-01,SMS-1090,Creative Production,91000000
2024-12-01,SMS-1091,Media Performance,83000000
2024-12-01,SMS-1091,Creative Production,48000000
2024-12-01,SMS-1092,Creative Production,38000000
2024-12-01,SMS-1092,Media Performance,86000000
2024-12-01,SMS-1093,Digital Strategy,80000000
2024-12-01,SMS-1094,Creative Production,31000000
2024-12-01,SMS-1095,Digital Strategy,67000000
2024-12-01,SMS-1095,Creative Production,60000000
2024-12-01,SMS-1096,Media Performance,16000000
2024-12-01,SMS-1097,Creative Production,26000000
2024-12-01,SMS-1097,Media Performance,13000000
2024-12-01,SMS-1098,Creative Production,14000000
2024-12-01,SMS-1099,Digital Strategy,87000000
2024-12-01,SMS-1100,Digital Strategy,49000000
2024-12-01,SMS-1100,Media Performance,77000000
2024-12-01,SMS-1101,Creative Production,215000000
2024-12-01,SMS-1102,Creative Production,25000000
2024-12-01,SMS-1104,Digital Strategy,52000000
2024-12-01,SMS-1104,Media Performance,52000000
2024-12-01,SMS-1105,Digital Strategy,37000000
2024-12-01,SMS-1105,Media Performance,70000000
2024-12-01,SMS-1106,Creative Production,212000000
2024-12-01,SMS-1107,Creative Production,66000000
2024-12-01,SMS-1107,Digital Strategy,63000000
2024-12-01,SMS-1108,Media Performance,86000000
2024-12-01,SMS-1109,Creative Production,197000000
2024-12-01,SMS-1110,Creative Production,19000000
2024-12-01,SMS-1110,Media Performance,30000000
2024-12-01,SMS-1111,Digital Strategy,181000000
2024-12-01,SMS-1112,Creative Production,68000000
